1.000000	2.588770	1.552143	1.000000
1.000000	0.785625	4.086469	-1.000000
1.000000	0.924332	4.799917	1.000000
1.000000	0.012556	3.462706	-1.000000
1.000000	0.648930	4.284272	-1.000000
1.000000	-0.338585	4.145321	-1.000000
1.000000	1.549313	3.003614	1.000000
1.000000	1.036476	3.080392	1.000000
1.000000	1.395718	2.986331	-1.000000
1.000000	1.447962	3.111373	-1.000000
1.000000	2.374117	2.431876	1.000000
1.000000	0.127236	3.525142	1.000000
1.000000	0.041113	3.707460	-1.000000
1.000000	1.689741	2.691853	1.000000
1.000000	0.900871	4.615144	-1.000000
1.000000	0.109535	4.030151	-1.000000
1.000000	1.396174	3.865769	1.000000
1.000000	1.371816	3.193186	1.000000
1.000000	0.927068	4.757793	1.000000
1.000000	-0.594866	3.725337	-1.000000
1.000000	3.315059	2.202037	1.000000
1.000000	1.763486	2.843628	1.000000
1.000000	-1.085221	3.289839	-1.000000
1.000000	-0.732289	4.285514	-1.000000
1.000000	1.254577	3.761856	1.000000
1.000000	1.922083	2.942965	1.000000
1.000000	2.959988	3.594367	1.000000
1.000000	2.187361	3.093609	1.000000
1.000000	0.107215	3.959513	-1.000000
1.000000	1.851214	3.359018	1.000000
1.000000	1.897217	3.793912	1.000000
1.000000	-0.097098	4.659546	-1.000000
1.000000	-1.003662	4.561119	-1.000000
1.000000	2.371383	3.578102	1.000000
1.000000	-0.373558	3.981829	-1.000000
1.000000	0.067428	4.245007	-1.000000
1.000000	0.357502	4.173174	-1.000000
1.000000	-0.010844	5.595507	-1.000000
1.000000	0.891888	3.704380	-1.000000
1.000000	-0.405088	4.097768	-1.000000
1.000000	-0.047594	3.938197	-1.000000
1.000000	3.263446	3.195778	1.000000
1.000000	1.871315	2.271751	1.000000
1.000000	2.300989	5.828708	1.000000
1.000000	0.877885	4.423583	-1.000000
1.000000	2.245397	3.870410	1.000000
1.000000	-0.620688	3.182595	-1.000000
1.000000	0.892809	3.500880	-1.000000
1.000000	2.574000	2.243868	1.000000
1.000000	3.024775	4.114488	1.000000
1.000000	2.126857	2.972096	1.000000
1.000000	0.241704	3.730915	-1.000000
1.000000	2.591975	3.662605	1.000000
1.000000	1.934082	4.089150	1.000000
1.000000	-0.365611	4.949888	-1.000000
1.000000	1.009759	3.386423	-1.000000
1.000000	1.431122	3.972960	1.000000
1.000000	-0.477787	3.570696	-1.000000
1.000000	-0.125044	3.121239	-1.000000
1.000000	1.392173	3.661978	-1.000000
1.000000	1.259389	3.546111	-1.000000
1.000000	1.587346	2.592599	1.000000
1.000000	2.262785	3.153670	1.000000
1.000000	0.696144	4.051711	-1.000000
1.000000	0.013168	4.245191	-1.000000
1.000000	2.807175	2.558794	1.000000
1.000000	2.128557	2.922038	1.000000
1.000000	1.258959	4.345873	-1.000000
1.000000	0.524996	3.283238	1.000000
1.000000	-0.273830	3.868881	-1.000000
1.000000	0.546872	5.330884	-1.000000
1.000000	0.566985	3.306449	-1.000000
1.000000	3.471564	4.084141	1.000000
1.000000	-0.291029	4.322492	-1.000000
1.000000	2.042027	3.689622	1.000000
1.000000	1.605878	2.178465	1.000000
1.000000	-0.282355	4.016587	-1.000000
1.000000	2.288542	2.489626	1.000000
1.000000	2.287540	2.860872	1.000000
1.000000	0.474849	4.648026	-1.000000
1.000000	2.636255	3.028303	1.000000
1.000000	3.243756	2.500858	1.000000
1.000000	-0.411561	3.233442	-1.000000
1.000000	1.677654	2.600970	1.000000
1.000000	1.610930	1.180896	1.000000
1.000000	-0.327853	3.826439	-1.000000
1.000000	1.512035	2.352785	1.000000
1.000000	2.430891	4.178296	1.000000
1.000000	1.123954	2.263863	1.000000
1.000000	0.966460	3.853615	1.000000
1.000000	1.979275	3.475157	1.000000
1.000000	0.901374	3.010059	1.000000
1.000000	0.392420	4.345497	-1.000000
1.000000	0.323415	3.862385	-1.000000
1.000000	0.577967	3.923934	-1.000000
1.000000	0.874810	3.707609	-1.000000
1.000000	2.143571	3.359984	1.000000
1.000000	0.937571	2.999266	1.000000
1.000000	0.652844	4.619114	-1.000000
1.000000	1.656344	3.744919	1.000000
1.000000	3.013705	2.733139	1.000000
1.000000	0.279802	3.468869	-1.000000
1.000000	1.524113	2.867466	1.000000
1.000000	1.611173	3.586041	1.000000
1.000000	0.872711	4.511117	-1.000000
1.000000	2.670083	4.343427	1.000000
1.000000	2.139920	3.381497	1.000000
1.000000	2.751970	2.761628	1.000000
1.000000	1.477058	4.472544	1.000000
1.000000	0.043442	3.119141	-1.000000
1.000000	0.278638	4.355446	-1.000000
1.000000	-0.654788	4.092429	-1.000000
1.000000	0.478977	3.924148	-1.000000
1.000000	-0.625667	4.691247	-1.000000
1.000000	-0.219539	3.408337	-1.000000
1.000000	-0.559846	4.148830	-1.000000
1.000000	0.099911	3.729074	-1.000000
1.000000	1.548314	2.777974	1.000000
1.000000	-0.126532	4.004677	-1.000000
1.000000	1.847178	2.873153	1.000000
1.000000	1.172374	2.803317	1.000000
1.000000	-0.498200	4.311366	-1.000000
1.000000	-0.482556	2.726033	-1.000000
1.000000	2.943741	4.092561	1.000000
1.000000	0.585387	4.292237	1.000000
1.000000	3.344223	3.561478	1.000000
1.000000	3.569203	2.366697	1.000000
1.000000	3.001349	1.186883	1.000000
1.000000	2.084134	4.112157	1.000000
1.000000	2.598549	1.984782	1.000000
1.000000	0.096055	3.457925	-1.000000
1.000000	1.347919	3.256348	-1.000000
1.000000	-0.097075	3.547865	-1.000000
1.000000	1.281148	5.224118	1.000000
1.000000	0.180727	4.212639	-1.000000
1.000000	0.994382	4.284006	-1.000000
1.000000	-0.070444	4.887066	-1.000000
1.000000	-0.256881	2.936633	-1.000000
1.000000	0.975608	1.586155	1.000000
1.000000	0.705380	3.875593	-1.000000
1.000000	1.483664	1.204571	1.000000
1.000000	1.611950	3.100353	1.000000
1.000000	3.468606	3.294047	1.000000
1.000000	2.873340	3.773423	1.000000
1.000000	-0.294555	3.098116	-1.000000
1.000000	-0.252163	2.471431	-1.000000
1.000000	2.849128	2.126484	1.000000
1.000000	2.548462	2.971398	1.000000
1.000000	-0.126367	3.916077	-1.000000
1.000000	0.420331	3.779279	-1.000000
1.000000	1.274820	3.601439	1.000000
1.000000	0.163480	4.476824	-1.000000
1.000000	-0.475079	3.763670	-1.000000
1.000000	3.146137	3.003828	1.000000
1.000000	1.799909	2.629870	1.000000
1.000000	-0.223974	4.082531	-1.000000
1.000000	2.525544	3.918565	1.000000
1.000000	-0.595695	4.594435	-1.000000
1.000000	1.002419	3.555666	-1.000000
1.000000	1.969263	2.965843	1.000000
1.000000	0.508441	4.398597	-1.000000
1.000000	1.942247	3.472394	1.000000
1.000000	0.036036	4.161362	-1.000000
1.000000	0.336223	3.522823	-1.000000
1.000000	1.719849	3.286429	1.000000
1.000000	-0.570971	3.506078	-1.000000
1.000000	1.303662	4.054009	-1.000000
1.000000	2.434874	1.925045	1.000000
1.000000	-0.122506	4.431409	-1.000000
1.000000	-0.073074	3.122083	-1.000000
1.000000	-0.559133	4.968179	-1.000000
1.000000	0.209314	4.085947	-1.000000
1.000000	1.175995	3.383700	1.000000
1.000000	0.328838	4.102352	-1.000000
1.000000	0.311998	4.368127	-1.000000
1.000000	2.165718	3.279255	1.000000
1.000000	0.047820	3.930436	-1.000000
1.000000	-0.052398	2.760082	-1.000000
1.000000	0.790060	4.289486	-1.000000
1.000000	-0.937483	4.049275	-1.000000
1.000000	0.880857	3.271202	1.000000
1.000000	2.899180	2.556905	1.000000
1.000000	-0.166411	4.538158	-1.000000
1.000000	-0.440185	4.653782	-1.000000
1.000000	-0.327556	2.887912	-1.000000
1.000000	1.731591	3.582937	1.000000
1.000000	-1.000629	3.603707	-1.000000
1.000000	-0.751137	3.933526	-1.000000
1.000000	1.219481	4.551926	-1.000000
1.000000	0.788540	4.749279	-1.000000
1.000000	2.813485	1.607045	1.000000
1.000000	0.894805	4.600438	-1.000000
1.000000	2.176623	3.894378	1.000000
1.000000	2.698540	4.153163	1.000000
1.000000	-0.477349	3.427053	1.000000
1.000000	0.357539	4.492718	-1.000000
1.000000	2.589056	2.809328	1.000000
1.000000	3.689776	2.840970	1.000000
1.000000	1.642841	4.054568	1.000000
1.000000	0.620315	3.461042	-1.000000
